PointID,Y,X,Z,Description,SourceJob
435,1878982.268,585695.274,27.156,NLD=FND NO ID,20-07-124
449,1878986.129,585995.245,27.483,"NLD=FND ""WILCOX PLS 2238""",20-07-124
450,1878861.149,585996.959,27.652,NLD=FND NO ID,20-07-124
451,1878781.161,585997.967,27.46,NLD=FND NO ID,20-07-124
458,1879252.415,585991.889,27.314,NLD=FND NO ID,20-07-124
401,1878617.321,585699.965,26.494,NLD=FND NO ID,20-07-125
435,1878982.268,585695.274,27.156,NLD=FND NO ID,20-07-125
449,1878986.129,585995.245,27.483,"NLD=FND ""WILCOX PLS 2238""",20-07-125
450,1878861.149,585996.959,27.652,NLD=FND NO ID,20-07-125
451,1878781.161,585997.967,27.46,NLD=FND NO ID,20-07-125
458,1879252.415,585991.889,27.314,NLD=FND NO ID,20-07-125
402,1864234.113,583726.08,22.054,"NLD=FND ""L.B. 7672""",20-07-138
405,1864177.73,583560.357,22.303,"NLD=FND ""L.B. 7672""",20-07-138
402,1864234.114,583726.089,22.054,"NLD=FND ""L.B. 7672""",20-07-138
405,1864177.727,583560.354,22.303,"NLD=FND ""L.B. 7672""",20-07-138
1402,1864234.113,583726.08,22.054,"NLD=FND ""L.B. 7672""",20-07-138
402,1864234.114,583726.0893,22.054,"NLD=FND ""L.B. 7672""",20-07-138
405,1864177.727,583560.3539,22.303,"NLD=FND ""L.B. 7672""",20-07-138
1402,1864234.113,583726.08,22.054,"NLD=FND ""L.B. 7672""",20-07-138
1402,1864234.113,583726.08,22.054,"NLD=FND ""L.B. 7672""",20-07-138
402,182842.231,3009811.798,22.054,"NLD=FND ""L.B. 7672""",20-07-138
405,182780.79,3009647.869,22.303,"NLD=FND ""L.B. 7672""",20-07-138
445,1911143.987,575954.034,24.765,"NLD=FND ""PLS 2283""",20-07-146
445,1911143.987,575954.034,24.765,"NLD=FND ""PLS 2283""",20-07-146
447,1878797.549,588149.533,24.87,"NLD=FND ""WILCOX PLS 2238""",20-07-150
454,1878777.398,588127.229,25.315,NLD=FND 7672,20-07-150
447,1878797.549,588149.533,24.87,"NLD=FND ""WILCOX PLS 2238""",20-07-159
454,1878777.398,588127.229,25.315,NLD=FND 7672,20-07-159
403,1910765.099,585555.429,10.297,"NLD=FND ""WILCOX RLS 2238""",20-07-161
430,1910803.638,585658.554,10.149,NLD=FND NO ID,20-07-161
456,1910899.932,586001.182,9.482,"CMON=4X4=FND ""RLS 2642""=+.2",20-07-161
457,1910946.106,586039.883,11.038,NLD=,20-07-161
403,1910765.099,585555.429,10.297,"NLD=FND ""WILCOX RLS 2238""",20-07-161
430,1910803.638,585658.554,10.149,NLD=FND NO ID,20-07-161
456,1910899.932,586001.182,9.482,"CMON=4X4=FND ""RLS 2642""=+.2",20-07-161
457,1910946.106,586039.883,11.038,NLD=,20-07-161
401,1901343.558,578845.386,27.012,"NLD=FND ""LB 7164""",20-07-169
404,1901326.998,578825.949,26.827,"NLD=FND ""WILCOX RLS 2238""",20-07-169
469,1901161.176,579077.168,27.203,"NLD=FND ""WILCOX RLS 2238""",20-07-169
401,1901343.558,578845.386,27.012,"NLD=FND ""LB 7164""",20-07-169
404,1901326.998,578825.949,26.827,"NLD=FND ""WILCOX RLS 2238""",20-07-169
469,1901161.176,579077.168,27.203,"NLD=FND ""WILCOX RLS 2238""",20-07-169
402,1882133.428,590489.413,24.434,"NLD=FND ""LB 7672""",20-07-174
438,1882150.203,590773.934,24.309,NLD=FND NO ID,20-07-174
402,1882133.428,590489.413,24.434,"NLD=FND ""LB 7672""",20-07-174
438,1882150.203,590773.934,24.309,NLD=FND NO ID,20-07-174
402,1882133.428,590489.413,24.434,"NLD=FND ""LB 7672""",20-07-175
438,1882150.203,590773.934,24.309,NLD=FND NO ID,20-07-175
402,1882133.428,590489.413,24.434,"NLD=FND ""LB 7672""",20-07-175
438,1882150.203,590773.934,24.309,NLD=FND NO ID,20-07-175
401,1883384.167,589640.819,25.282,"NLD=FND ""WILCOX RLS 2238""",20-07-176
474,1883384.167,589640.819,25.282,"NLD=FND ""WILCOX RLS 2238""",20-07-176
401,1883384.167,589640.819,25.282,"NLD=FND ""WILCOX RLS 2238""",20-07-176
402,1886327.162,577577.774,27.742,"NLD=FND ""WILCOX PLS 2238""",20-07-178
405,1887315.188,577765.499,28.406,"NLD=FND ""WILCOX PLS 2238""",20-07-178
406,1887451.621,577858.208,28.127,"NLD=FND ""WILCOX PLS 2238""",20-07-178
453,1887079.428,577674.622,28.569,"NLD=FND ""WILCOX PLS 2238""",20-07-178
454,1887083.155,577675.976,28.727,"NLD=FND""LB 7164",20-07-178
468,1886932.427,577623.979,28.5,"NLD=FND ""LB 7162""",20-07-178
469,1886938.855,577626.066,28.644,NLD=FND NO ID,20-07-178
402,1886327.162,577577.774,27.742,"NLD=FND ""WILCOX PLS 2238""",20-07-178
405,1887315.188,577765.499,28.406,"NLD=FND ""WILCOX PLS 2238""",20-07-178
406,1887451.621,577858.208,28.127,"NLD=FND ""WILCOX PLS 2238""",20-07-178
453,1887079.428,577674.622,28.569,"NLD=FND ""WILCOX PLS 2238""",20-07-178
454,1887083.155,577675.976,28.727,"NLD=FND""LB 7164",20-07-178
469,1886938.855,577626.066,28.644,NLD=FND NO ID,20-07-178
468,1886932.427,577623.979,28.5,"NLD=FND ""LB 7162""",20-07-178
401,1884819.133,575124.571,33.107,"NLD=FND ""LB 7672""",20-07-179
402,1884815.641,575049.664,32.932,"NLD=FND ""LB 7672""",20-07-179
401,1884819.133,575124.571,33.107,"NLD=FND ""LB 7672""",20-07-179
402,1884815.641,575049.664,32.932,"NLD=FND ""LB 7672""",20-07-179
403,1879062.161,577306.543,27.547,"NLD=FND ""WILCOX PLS 2238""",20-07-180
432,1879258.053,577091.001,27.842,"NLD=FND ""LB 7164""",20-07-180
441,1879311.714,577031.805,28.063,"NLD=FND ""LB 7164""",20-07-180
442,1879363.991,576974.688,27.494,"NLD=FND ""LB 7672""",20-07-180
443,1879412.235,576949.121,28.293,"NLD=FND ""LB 7164""",20-07-180
403,1879062.161,577306.543,27.547,"NLD=FND ""WILCOX PLS 2238""",20-07-180
432,1879258.053,577091.001,27.842,"NLD=FND ""LB 7164""",20-07-180
441,1879311.714,577031.805,28.063,"NLD=FND ""LB 7164""",20-07-180
442,1879363.991,576974.688,27.494,"NLD=FND ""LB 7672""",20-07-180
443,1879412.235,576949.121,28.293,"NLD=FND ""LB 7164""",20-07-180
301,1878557.352,591371.679,25.419,NLD=RLS 2238,20-07-189
302,1878672.536,591301.788,25.417,NLD=RLS 2238,20-07-189
303,1878667.713,591304.664,25.403,NLD=NO ID,20-07-189
308,1878528.519,591389.226,25.55,NLD=LB 7672,20-07-189
309,1878460.055,591430.588,25.502,NLD=LB 7672,20-07-189
310,1878254.87,591554.952,25.066,NLD=RLS 2238,20-07-189
404,1878460.228,591430.587,24.595,"NLD=FND ""LB 7672""",20-07-189
301,1878557.352,591371.679,24.519,NLD=RLS 2238,20-07-189
302,1878672.536,591301.788,24.517,NLD=RLS 2238,20-07-189
303,1878667.713,591304.664,24.503,NLD=NO ID,20-07-189
308,1878528.519,591389.226,24.65,NLD=LB 7672,20-07-189
309,1878460.055,591430.588,24.602,NLD=LB 7672,20-07-189
310,1878254.87,591554.952,24.166,NLD=RLS 2238,20-07-189
301,1878557.352,591371.679,24.519,NLD=RLS 2238,20-07-189
302,1878672.536,591301.788,24.517,NLD=RLS 2238,20-07-189
303,1878667.713,591304.664,24.503,NLD=NO ID,20-07-189
308,1878528.519,591389.226,24.65,NLD=LB 7672,20-07-189
309,1878460.055,591430.588,24.602,NLD=LB 7672,20-07-189
310,1878254.87,591554.952,24.166,NLD=RLS 2238,20-07-189
404,1878460.228,591430.587,24.595,"NLD=FND ""LB 7672""",20-07-189
401,1881199.431,582547.326,27.161,NLD=,20-07-195
402,1881124.556,582518.941,27.578,NLD=FND NO ID,20-07-195
435,1881349.106,582603.983,27.393,"NLD=FND ""LB 7672""",20-07-195
449,1881474.494,582651.526,27.516,NLD=FND NO ID,20-07-195
453,1881648.328,582717.512,27.743,NLD=,20-07-195
401,1881199.431,582547.326,27.161,NLD=,20-07-195
402,1881124.556,582518.941,27.578,NLD=FND NO ID,20-07-195
435,1881349.106,582603.983,27.393,"NLD=FND ""LB 7672""",20-07-195
449,1881474.494,582651.526,27.516,NLD=FND NO ID,20-07-195
453,1881648.328,582717.512,27.743,NLD=,20-07-195
401,1881199.431,582547.326,27.161,NLD=,20-07-195
402,1881124.556,582518.941,27.578,NLD=FND NO ID,20-07-195
435,1881349.106,582603.983,27.393,"NLD=FND ""LB 7672""",20-07-195
449,1881474.494,582651.526,27.516,NLD=FND NO ID,20-07-195
453,1881648.328,582717.512,27.743,NLD=,20-07-195
401,1880871.385,574899.6,27.91,"NLD=FND ""WILCOX 2238""",20-07-199
402,1880992.428,574936.758,28.363,"NLD=FND ""WILCOX 2238""",20-07-199
403,1879682.063,574915.016,27.385,"NLD=FND ""WILCOX 2238""",20-07-199
401,1880871.385,574899.6,27.91,"NLD=FND ""WILCOX 2238""",20-07-199
402,1880992.428,574936.758,28.363,"NLD=FND ""WILCOX 2238""",20-07-199
403,1879682.063,574915.016,27.385,"NLD=FND ""WILCOX 2238""",20-07-199
401,1908820.513,577699.71,25.04,"NLD=FND ""WILCOX PLS 2238""",20-07-200
449,1909319.185,577553.205,25.279,"NLD=FND ""WILCOX PLS 2238""",20-07-200
433,1866653.192,598219.866,24.198,"NLD=FND ""LB 7672""",20-07-203
436,1866448.229,598314.017,23.492,"CMON=4X4=FND W/ DISC ""WILCOX RLS 2238""=",20-07-203
449,1867237.804,598026.184,24.548,"NLD=FND ""WILCOX RLS 2238""",20-07-203
433,1866653.192,598219.866,24.198,"NLD=FND ""LB 7672""",20-07-203
436,1866448.229,598314.017,23.492,"CMON=4X4=FND W/ DISC ""WILCOX RLS 2238""=",20-07-203
449,1867237.804,598026.184,24.548,"NLD=FND ""WILCOX RLS 2238""",20-07-203
401,1885562.058,581906.911,28.519,"NLD=FND ""WILCOX RLS 2238""",20-07-209
463,1885203.31,581863.375,28.248,NLD=FND NO ID,20-07-209
464,1885131.97,581899.757,28.347,NLD=FND NO ID,20-07-209
401,1885562.058,581906.911,28.519,"NLD=FND ""WILCOX RLS 2238""",20-07-209
463,1885203.31,581863.375,28.248,NLD=FND NO ID,20-07-209
464,1885131.97,581899.757,28.347,NLD=FND NO ID,20-07-209
402,1908876.683,581293.525,24.566,"NLD=FND ""LB 7672""",20-07-210
407,1908620.642,581083.713,24.362,NLD=FND NO ID,20-07-210
408,1908548.467,581118.351,24.271,"NLD=FND ""7164",20-07-210
409,1908503.418,581139.978,24.416,NLD=FND NO ID,20-07-210
429,1907565.886,581589.759,23.139,NLD=FND NO ID,20-07-210
402,1908876.683,581293.525,24.566,"NLD=FND ""LB 7672""",20-07-210
407,1908620.642,581083.713,24.362,NLD=FND NO ID,20-07-210
408,1908548.467,581118.351,24.271,"NLD=FND ""7164",20-07-210
409,1908503.418,581139.978,24.416,NLD=FND NO ID,20-07-210
429,1907565.886,581589.759,23.139,NLD=FND NO ID,20-07-210
403,1895020.131,586746.278,23.931,"NLD -FND ""WILCOX 2238""",20-07-211
406,1894913.312,586974.476,22.761,NLD -FND NO ID,20-07-211
409,1894871.574,587047.406,22.329,NLD -FND NO ID,20-07-211
403,1895020.131,586746.278,23.931,"NLD -FND ""WILCOX 2238""",20-07-211
406,1894913.312,586974.476,22.761,NLD -FND NO ID,20-07-211
409,1894871.574,587047.406,22.329,NLD -FND NO ID,20-07-211
408,1910449.594,583719.191,22.315,NLD=FND NO ID,20-08-001
408,1910449.594,583719.191,22.315,NLD=FND NO ID,20-08-001
421,1894251.459,586107.173,25.105,NLD=,20-08-002
421,1894251.459,586107.173,25.105,NLD=,20-08-002
401,1908876.678,581293.602,24.572,"NLD=FND ""LB 7672""",20-08-009
403,1908741.355,581358.623,24.084,"NLD=FND ""WILCOX RLS 2238""",20-08-009
405,1908876.678,581293.602,24.572,"NLD=FND ""LB 7672""",20-08-009
409,1908741.355,581358.623,24.084,"NLD=FND ""WILCOX RLS 2238""",20-08-009
401,1908876.678,581293.602,24.572,"NLD=FND ""LB 7672""",20-08-009
403,1908741.355,581358.623,24.084,"NLD=FND ""WILCOX RLS 2238""",20-08-009
441,1885366.799,588962.53,24.345,NLD=FND NO ID,20-08-013
456,1885257.115,588889.023,24.069,NLD=FND NO ID,20-08-013
441,1885366.799,588962.53,24.345,NLD=FND NO ID,20-08-014
456,1885257.115,588889.023,24.069,NLD=FND NO ID,20-08-014
441,1885366.799,588962.53,24.345,NLD=FND NO ID,20-08-015
456,1885257.115,588889.023,24.069,NLD=FND NO ID,20-08-015
456,1885257.115,588889.023,24.069,NLD=FND NO ID,20-08-015
441,1885366.799,588962.53,24.345,NLD=FND NO ID,20-08-015
441,1885366.799,588962.53,24.345,NLD=FND NO ID,20-08-016
408,1886245.629,586508.549,26.165,"NLD=FND ""WILCOX RLS 2238""",20-08-017
413,1886173.916,586538.192,26.075,NLD=FND NO ID,20-08-017
415,1886105.153,586574.489,26.031,"NLD=FND ""WILCOX RLS 2238""",20-08-017
408,1886245.629,586508.549,26.165,"NLD=FND ""WILCOX RLS 2238""",20-08-018
413,1886173.916,586538.192,26.075,NLD=FND NO ID,20-08-018
415,1886105.153,586574.489,26.031,"NLD=FND ""WILCOX RLS 2238""",20-08-018
401,1892947.951,587875.603,22.341,NLD=,20-08-019
410,1893007.546,587943.096,21.885,"NLD=FND ""2283""",20-08-019
476,1893248.508,588067.651,22.372,NLD=FND NO ID,20-08-019
402,1886327.162,577577.774,27.742,"NLD=FND ""WILCOX PLS 2238""",20-08-022
405,1887315.188,577765.499,28.406,"NLD=FND ""WILCOX PLS 2238""",20-08-022
406,1887451.621,577858.208,28.127,"NLD=FND ""WILCOX PLS 2238""",20-08-022
453,1887079.428,577674.622,28.569,"NLD=FND ""WILCOX PLS 2238""",20-08-022
454,1887083.155,577675.976,28.727,"NLD=FND""LB 7164",20-08-022
468,1886932.427,577623.979,28.5,"NLD=FND ""LB 7162""",20-08-022
469,1886938.855,577626.066,28.644,NLD=FND NO ID,20-08-022
402,1886327.162,577577.774,27.742,"NLD=FND ""WILCOX PLS 2238""",20-08-022
405,1887315.188,577765.499,28.406,"NLD=FND ""WILCOX PLS 2238""",20-08-022
406,1887451.621,577858.208,28.127,"NLD=FND ""WILCOX PLS 2238""",20-08-022
453,1887079.428,577674.622,28.569,"NLD=FND ""WILCOX PLS 2238""",20-08-022
454,1887083.155,577675.976,28.727,"NLD=FND""LB 7164",20-08-022
468,1886932.427,577623.979,28.5,"NLD=FND ""LB 7162""",20-08-022
469,1886938.855,577626.066,28.644,NLD=FND NO ID,20-08-022
403,1902074.77,587452.978,21.032,"NLD=FND ""SURVEY MARKER""",20-08-033
403,1902074.77,587452.978,21.032,"NLD=FND ""SURVEY MARKER""",20-08-033
403,1879545.017,591665.873,24.185,"NLD=FND ""WILCOX RLS 2238""",20-08-034
404,1879546.527,591790.844,23.861,"NLD=FND ""WILCOX RLS 2238""",20-08-034
410,1879543.216,591516.061,24.369,"NLD=FND ""LB 7164""",20-08-034
411,1879541.508,591365.87,23.97,"NLD=FND ""WILCOX RLS 2238""",20-08-034
403,1879545.017,591665.873,24.185,"NLD=FND ""WILCOX RLS 2238""",20-08-034
404,1879546.527,591790.844,23.861,"NLD=FND ""WILCOX RLS 2238""",20-08-034
410,1879543.216,591516.061,24.369,"NLD=FND ""LB 7164""",20-08-034
411,1879541.508,591365.87,23.97,"NLD=FND ""WILCOX RLS 2238""",20-08-034
401,1909222.123,576956.456,25.767,"NLD=FND ""WILCOX RLS 2238""",20-08-057
402,1909198.093,576963.513,25.58,NLD=FND NO ID,20-08-057
413,1909306.615,577244.323,26.234,"NLD=FND ""WILCOX RLS 2238""",20-08-057
401,1909222.123,576956.456,25.767,"NLD=FND ""WILCOX RLS 2238""",20-08-057
402,1909198.093,576963.513,25.58,NLD=FND NO ID,20-08-057
413,1909306.615,577244.323,26.234,"NLD=FND ""WILCOX RLS 2238""",20-08-057
301,1877488.67,585370.691,20.23,NLD=NO ID,20-08-058
302,1877487.451,585270.694,20.427,NLD=NO ID,20-08-058
303,1878389.104,584894.055,21.422,NLD=RLS 2238,20-08-058
304,1878082.723,584898.022,20.921,NLD=RLS 2238,20-08-058
305,1877782.806,584901.857,21.139,NLD=RLS 2238,20-08-058
307,1877483.751,584980.732,20.598,NLD=RLS 2238,20-08-058
308,1877557.751,584904.809,20.856,NLD=RLS 2238,20-08-058
309,1877535.656,584908.429,21.019,NLD=NO ID,20-08-058
302,1877487.451,585270.694,26.427,NLD=NO ID,20-08-058
307,1877483.751,584980.732,26.598,NLD=RLS 2238,20-08-058
309,1877535.656,584908.429,27.019,NLD=NO ID,20-08-058
301,1877488.67,585370.691,26.23,NLD=NO ID,20-08-058
302,1877487.451,585270.694,26.427,NLD=NO ID,20-08-058
303,1878389.104,584894.055,27.422,NLD=RLS 2238,20-08-058
304,1878082.723,584898.022,26.921,NLD=RLS 2238,20-08-058
305,1877782.806,584901.857,27.139,NLD=RLS 2238,20-08-058
307,1877483.751,584980.732,26.598,NLD=RLS 2238,20-08-058
308,1877557.751,584904.809,26.856,NLD=RLS 2238,20-08-058
309,1877535.656,584908.429,27.019,NLD=NO ID,20-08-058
302,1882734.837,577147.087,31.958,NLD=NO ID,20-08-059
303,1883585.529,576933.071,33.134,NLD=LB 7672,20-08-059
304,1883745.649,576925.664,33.454,NLD=NO ID,20-08-059
305,1882926.216,576963.121,31.724,NLD=NO ID,20-08-059
350,1882730.172,577047.194,31.479,NLD=NO ID,20-08-059
351,1882731.141,577067.167,31.639,NLD=NO ID,20-08-059
315,1882846.295,576966.773,31.475,NLD=NO ID,20-08-059
302,1882734.837,577147.087,31.958,NLD=NO ID,20-08-059
303,1883585.529,576933.071,33.134,NLD=LB 7672,20-08-059
304,1883745.649,576925.664,33.454,NLD=NO ID,20-08-059
305,1882926.216,576963.121,31.724,NLD=NO ID,20-08-059
315,1882846.295,576966.773,31.475,NLD=NO ID,20-08-059
350,1882730.172,577047.194,31.479,NLD=NO ID,20-08-059
351,1882731.141,577067.167,31.639,NLD=NO ID,20-08-059
435,1883212.762,577850.849,30.039,NLD,20-08-064
443,1884016.417,577814.001,29.22,NLD,20-08-064
435,1883212.762,577850.849,30.039,NLD=FND NO ID,20-08-064
443,1884016.417,577814.001,29.22,NLD=FND NO ID,20-08-064
435,1883212.762,577850.849,30.039,NLD=FND NO ID,20-08-064
443,1884016.417,577814.001,29.22,NLD=FND NO ID,20-08-064
435,1883212.762,577850.849,30.039,NLD=FND NO ID,20-08-064
443,1884016.417,577814.001,29.22,NLD=FND NO ID,20-08-064
601,1862135.436,586115.594,23.655,NLD RLS 2238,20-08-067
602,1862013.106,586143.214,23.019,NLD ENC 454,20-08-067
603,1862013.635,586146.882,23.16,NLD ENC 454,20-08-067
604,1861859.166,586184.662,22.858,NLD ENC 454,20-08-067
605,1861705.085,586224.954,22.647,NLD ENC 454,20-08-067
606,1861703.09,586221.232,22.513,NLD ILLEGIBLE,20-08-067
607,1861625.489,586240.233,22.757,NLD LB 7164,20-08-067
608,1861421.349,586290.072,22.668,NLD RLS 2238,20-08-067
609,1861420.948,586289.454,22.597,NLD NO ID,20-08-067
601,1862135.436,586115.594,23.655,NLD RLS 2238,20-08-067
602,1862013.106,586143.214,23.019,NLD ENC 454,20-08-067
603,1862013.635,586146.882,23.16,NLD ENC 454,20-08-067
604,1861859.166,586184.662,22.858,NLD ENC 454,20-08-067
605,1861705.085,586224.954,22.647,NLD ENC 454,20-08-067
606,1861703.09,586221.232,22.513,NLD ILLEGIBLE,20-08-067
607,1861625.489,586240.233,22.757,NLD LB 7164,20-08-067
608,1861421.349,586290.072,22.668,NLD RLS 2238,20-08-067
609,1861420.948,586289.454,22.597,NLD NO ID,20-08-067
601,1862135.436,586115.594,23.655,NLD RLS 2238,20-08-067
602,1862013.106,586143.214,23.019,NLD ENC 454,20-08-067
603,1862013.635,586146.882,23.16,NLD ENC 454,20-08-067
604,1861859.166,586184.662,22.858,NLD ENC 454,20-08-067
605,1861705.085,586224.954,22.647,NLD ENC 454,20-08-067
606,1861703.09,586221.232,22.513,NLD ILLEGIBLE,20-08-067
607,1861625.489,586240.233,22.757,NLD LB 7164,20-08-067
608,1861421.349,586290.072,22.668,NLD RLS 2238,20-08-067
609,1861420.948,586289.454,22.597,NLD NO ID,20-08-067
402,1892423.29,585192.231,25.121,"NLD=FND ""LB 7672""",20-08-068
424,1892498.502,585164.992,24.695,"NLD=FND ""LB 7672""",20-08-068
456,1892536.104,585151.414,24.467,"NLD=FND ""WILCOX RLS 2238""",20-08-068
407,1896065.996,576946.336,28.691,NLD=FND NO ID,20-08-069
449,1895937.647,576910.353,28.958,"NLD=FND ""WILCOX RLS 2238""",20-08-069
402,1900116.11,577306.574,27.164,NLD=FND IN BOX CUT,20-08-070
405,1900135.495,577384.259,27.13,NLD=FND IN BOX CUT NO ID,20-08-070
408,1900159.711,577481.218,27.58,"NLD=FND ""7672""",20-08-070
415,1900179.056,577558.856,27.583,"NLD=FND ""7672""",20-08-070
432,1900237.066,577783.471,27.484,NLD=FND NO ID,20-08-070
434,1900233.172,577784.456,27.526,NLD=,20-08-070
403,1899918.836,578177.155,27.578,"NLD=FND ""LB 6072""",20-08-071
404,1899853.034,578193.585,27.496,"NLD=FND ""WILCOX 2238""",20-08-071
405,1899775.381,578212.956,27.091,NLD=FND NO ID,20-08-071
406,1899763.513,578215.926,27.153,NLD=FND NO ID,20-08-071
445,1900151.72,578119.11,27.615,NLD=FND NO ID,20-08-071
473,1900229.362,578099.804,27.445,NLD=FND NO ID,20-08-071
478,1900306.908,578080.487,27.403,NLD=FND NO ID,20-08-071
403,1899918.836,578177.155,27.578,"NLD=FND ""LB 6072""",20-08-072
404,1899853.034,578193.585,27.496,"NLD=FND ""WILCOX 2238""",20-08-072
405,1899775.381,578212.956,27.091,NLD=FND NO ID,20-08-072
406,1899763.513,578215.926,27.153,NLD=FND NO ID,20-08-072
445,1900151.72,578119.11,27.615,NLD=FND NO ID,20-08-072
473,1900229.362,578099.804,27.445,NLD=FND NO ID,20-08-072
478,1900306.908,578080.487,27.403,NLD=FND NO ID,20-08-072
4001,1861049.142,599708.74,29.524,"NLD=FND ""PSM 4620""",20-08-081
424,1888784.426,589169.672,23.075,"NLD=FND ""LB 7672""",20-08-082
454,1888501.188,589205.72,23.259,NLD=FND NO ID,20-08-082
424,1888784.426,589169.672,23.075,"NLD=FND ""LB 7672""",20-08-082
454,1888501.188,589205.72,23.259,NLD=FND NO ID,20-08-082
726,1850997.812,595685.144,26.857,CMON===,20-08-094
726,1850997.812,595685.144,26.857,CMON===,20-08-094
701,1891171.729,589864.759,22.513,NLD=,20-08-095
705,1890986.797,589970.309,22.933,NLD=,20-08-095
701,1891171.729,589864.759,22.513,NLD=,20-08-095
705,1890986.797,589970.309,22.933,NLD=,20-08-095
401,1879904.083,583398.247,28.327,NLD,20-08-101
402,1879906.497,583583.171,28.027,NLD,20-08-101
403,1879907.484,583663.133,28.019,NLD,20-08-101
440,1879921.804,584773.141,27.844,NLD,20-08-101
401,1879904.083,583398.247,28.327,"NLD=FND ""WILCOX RLS 2238""",20-08-101
402,1879906.497,583583.171,28.027,NLD=FND NO ID,20-08-101
403,1879907.484,583663.133,28.019,NLD=FND NO ID,20-08-101
440,1879921.804,584773.141,27.844,NLD=FND NO ID,20-08-101
401,1879904.083,583398.247,28.327,"NLD=FND ""WILCOX RLS 2238""",20-08-101
402,1879906.497,583583.171,28.027,NLD=FND NO ID,20-08-101
403,1879907.484,583663.133,28.019,NLD=FND NO ID,20-08-101
440,1879921.804,584773.141,27.844,NLD=FND NO ID,20-08-101
401,1909222.123,576956.456,25.767,"NLD=FND ""WILCOX RLS 2238""",20-08-102
402,1909198.093,576963.513,25.58,NLD=FND NO ID,20-08-102
413,1909306.615,577244.323,26.234,"NLD=FND ""WILCOX RLS 2238""",20-08-102
438,1884727.42,591166.584,24.228,"NLD=FND ""WILCOX RLS 2238""",20-08-105
438,1884727.42,591166.584,24.228,"NLD=FND ""WILCOX RLS 2238""",20-08-106
301,1882777.37,588440.656,23.986,NLD=RLS 2238,20-08-107
302,1882310.564,589052.968,24.976,NLD=LB 7164,20-08-107
303,1882165.07,589243.894,25.155,NLD=NO ID,20-08-107
304,1882111.694,589318.007,25.245,NLD=NO ID,20-08-107
305,1882017.38,589474.436,25.192,NLD=NO ID,20-08-107
306,1881883.636,589809.431,25.236,NLD=NO ID,20-08-107
307,1881825.903,590146.749,24.779,NLD=RLS 2238,20-08-107
301,1849333.508,599621.217,25.789,NLD=NO ID,20-08-108
302,1849334.037,599657.572,25.964,NLD=NO ID,20-08-108
303,1849334.562,599701.201,26.016,NLD=NO ID,20-08-108
304,1849336.037,599813.844,26.03,NLD=NO ID,20-08-108
305,1849334.386,599683.596,26.013,NLD=NO ID,20-08-108
306,1849517.527,599287.564,25.574,NLD=LB 7164,20-08-108
307,1850052.974,599123.343,25.457,NLD=NO ID,20-08-108
308,1849331.413,599461.245,25.774,NLD=NO ID,20-08-108
309,1849332.008,599501.317,25.743,NLD=LB 7164,20-08-108
310,1849330.686,599401.21,25.458,NLD=NO ID,20-08-108
311,1849331.239,599390.486,25.776,NLD=NO ID,20-08-108
318,1849383.631,599328.556,25.172,NLD=NO ID,20-08-108
301,1849333.508,599621.217,25.789,NLD=NO ID,20-08-108
302,1849334.037,599657.572,25.964,NLD=NO ID,20-08-108
303,1849334.562,599701.201,26.016,NLD=NO ID,20-08-108
304,1849336.037,599813.844,26.03,NLD=NO ID,20-08-108
305,1849334.386,599683.596,26.013,NLD=NO ID,20-08-108
306,1849517.527,599287.564,25.574,NLD=LB 7164,20-08-108
307,1850052.974,599123.343,25.457,NLD=NO ID,20-08-108
308,1849331.413,599461.245,25.774,NLD=NO ID,20-08-108
309,1849332.008,599501.317,25.743,NLD=LB 7164,20-08-108
310,1849330.686,599401.21,25.458,NLD=NO ID,20-08-108
311,1849331.239,599390.486,25.776,NLD=NO ID,20-08-108
318,1849383.631,599328.556,25.172,NLD=NO ID,20-08-108
411,1909222.138,576956.407,24.92,NLD=,20-08-109
412,1909198.168,576963.46,24.788,NLD=,20-08-109
117,1884276.691,592269.623,24.44,NLD=FND NO ID,20-08-109
161,1884471.293,592205.199,23.408,NLD=FND NO ID,20-08-109
162,1883490.145,592488.655,24.172,"NLD=FND ""PCP RLS 2238""",20-08-109
117,1884276.691,592269.623,24.44,NLD=FND NO ID,20-08-109
161,1884471.293,592205.199,23.408,NLD=FND NO ID,20-08-109
162,1883490.145,592488.655,24.172,"NLD=FND ""PCP RLS 2238""",20-08-109
401,1848273.325,602520.239,24.081,NLD=FND NO ID,20-08-110
402,1848273.83,602549.55,24.034,NLD=FND NO ID,20-08-110
416,1848275.293,602639.467,22.148,NLD=FND NO ID,20-08-110
430,1848286.555,603388.479,25.04,NLD=FND NO ID,20-08-110
431,1848286.545,603389.611,25.144,"NLD=FND ""PCP LB 7672""",20-08-110
433,1848268.409,602190.823,25.153,"NLD=FND ""WILCOX RLS 2238""",20-08-110
402,1879580.197,578981.75,28.358,NLD=FND NO ID,20-08-115
406,1879528.163,579039.153,28.475,"NLD=FND ""WILCOX RLS 2238""",20-08-115
442,1879698.444,578864.143,27.38,"NLD=FND ""LB 7164""",20-08-115
453,1879795.523,578744.793,27.675,"NLD=FND ""PSM 6317""",20-08-115
454,1879849.291,578685.668,27.599,"NLD=FND ""PSM 6317""",20-08-115
455,1879937.552,578588.537,27.637,"NLD=FND ""WILCOX RLS 2238""",20-08-115
