PointID,Y,X,Z,Description,SourceJob
301,1886546.735,588039.599,26.162,NLD=NO ID,20-01-027
304,1886434.811,587849.856,25.972,NLD=RLS 2238,20-01-027
305,1886412.303,587736.555,25.804,NLD=RLS 2238,20-01-027
306,1886443.292,587516.47,25.523,NLD=NO ID,20-01-027
301,1886546.735,588039.599,26.162,NLD=NO ID,20-01-027
304,1886434.811,587849.856,25.972,NLD=RLS 2238,20-01-027
305,1886412.303,587736.555,25.804,NLD=RLS 2238,20-01-027
306,1886443.292,587516.47,25.523,NLD=NO ID,20-01-027
301,1886546.735,588039.599,26.162,NLD=NO ID,20-01-027
304,1886434.811,587849.856,25.972,NLD=RLS 2238,20-01-027
305,1886412.303,587736.555,25.804,NLD=RLS 2238,20-01-027
306,1886443.292,587516.47,25.523,NLD=NO ID,20-01-027
155,1891399.037,585298.192,25.395,NLD=FND NO ID,20-01-035
156,1891385.676,585248.336,25.429,NLD=FND ILLEGIBLE,20-01-035
155,1891399.037,585298.192,25.395,NLD=FND NO ID,20-01-035
156,1891385.676,585248.336,25.429,NLD=FND ILLEGIBLE,20-01-035
155,1891399.037,585298.192,25.395,NLD=FND NO ID,20-01-035
156,1891385.676,585248.336,25.429,NLD=FND ILLEGIBLE,20-01-035
447,1890291.762,585786.523,24.85,NLD -FND NO ID,20-01-039
447,1890291.762,585786.523,24.85,NLD -FND NO ID,20-01-039
401,1908311.862,582400.898,22.938,"NLD -FND ""7672""",20-01-050
402,1908840.124,582147.64,23.266,"NLD -FND ""4347""",20-01-050
404,1908912.305,582113.026,23.297,NLD -FND NO ID,20-01-050
405,1908984.411,582078.351,23.441,"NLD -FND ""PLS 4347""",20-01-050
492,1909777.762,581697.782,24.702,NLD -FND NO ID,20-01-050
401,1908311.862,582400.898,22.938,"NLD -FND ""7672"" & NL -FND ""7672"" st",20-01-050
402,1908840.124,582147.64,23.266,"NLD -FND ""4347"" & NL -FND ""4347"" st",20-01-050
404,1908912.305,582113.026,23.297,NLD -FND NO ID,20-01-050
405,1908984.411,582078.351,23.441,"NLD -FND ""PLS 4347""",20-01-050
492,1909777.762,581697.782,24.702,NLD -FND NO ID,20-01-050
401,1908311.862,582400.898,22.938,"NLD -FND ""7672""",20-01-050
402,1908840.124,582147.64,23.266,"NLD -FND ""4347""",20-01-050
404,1908912.305,582113.026,23.297,NLD -FND NO ID,20-01-050
405,1908984.411,582078.351,23.441,"NLD -FND ""PLS 4347""",20-01-050
492,1909777.762,581697.782,24.702,NLD -FND NO ID,20-01-050
401,1879617.925,577141.088,27.743,"NLD -FND ""6422""",20-01-051
402,1879636.426,577157.888,27.681,NLD -FND NO ID,20-01-051
403,1879728.987,577241.934,27.533,NLD -FND NO ID,20-01-051
405,1879843.659,577346.154,27.741,NLD -FND NO ID,20-01-051
406,1879806.584,577386.955,28.08,NLD -FND NO ID,20-01-051
442,1879860.476,577327.728,27.85,NLD -FND NO ID,20-01-051
459,1879968.108,577209.232,27.628,NLD -NO ID,20-01-051
466,1880035.339,577135.253,27.495,NLD -FND NO ID,20-01-051
401,1879617.925,577141.088,27.743,"NLD -FND ""6422""",20-01-051
402,1879636.426,577157.888,27.681,NLD -FND NO ID,20-01-051
403,1879728.987,577241.934,27.533,NLD -FND NO ID,20-01-051
405,1879843.659,577346.154,27.741,NLD -FND NO ID,20-01-051
406,1879806.584,577386.955,28.08,NLD -FND NO ID,20-01-051
442,1879860.476,577327.728,27.85,NLD -FND NO ID,20-01-051
459,1879968.108,577209.232,27.628,NLD -NO ID,20-01-051
466,1880035.339,577135.253,27.495,NLD -FND NO ID,20-01-051
401,1879617.925,577141.088,27.743,"NLD -FND ""6422""",20-01-051
402,1879636.426,577157.888,27.681,NLD -FND NO ID,20-01-051
403,1879728.987,577241.934,27.533,NLD -FND NO ID,20-01-051
405,1879843.659,577346.154,27.741,NLD -FND NO ID,20-01-051
406,1879806.584,577386.955,28.08,NLD -FND NO ID,20-01-051
442,1879860.476,577327.728,27.85,NLD -FND NO ID,20-01-051
459,1879968.108,577209.232,27.628,NLD -NO ID,20-01-051
466,1880035.339,577135.253,27.495,NLD -FND NO ID,20-01-051
401,1886049.847,588631.052,25.34,"NLD -FND ""COPC ESWD""",20-01-063
402,1884688.847,590541.974,24.489,"NLD -FND ""PCP LB 7672""",20-01-063
455,1884727.498,591166.594,24.154,"NLD -FND ""WILCOX 2238""",20-01-063
456,1886762.025,589948.078,24.203,"NLD -FND ""WILCOX 2238""",20-01-063
401,1886049.847,588631.052,25.34,"NLD -FND ""COPC ESWD""",20-01-063
402,1884688.847,590541.974,24.489,"NLD -FND ""PCP LB 7672""",20-01-063
455,1884727.498,591166.594,24.154,"NLD -FND ""WILCOX 2238""",20-01-063
456,1886762.025,589948.078,24.203,"NLD -FND ""WILCOX 2238""",20-01-063
401,1886049.847,588631.052,25.34,"NLD -FND ""COPC ESWD""",20-01-064
402,1884688.847,590541.974,24.489,"NLD -FND ""PCP LB 7672""",20-01-064
455,1884727.498,591166.594,24.154,"NLD -FND ""WILCOX 2238""",20-01-064
456,1886762.025,589948.078,24.203,"NLD -FND ""WILCOX 2238""",20-01-064
401,1886049.847,588631.052,25.34,"NLD -FND ""COPC ESWD""",20-01-064
402,1884688.847,590541.974,24.489,"NLD -FND ""PCP LB 7672""",20-01-064
455,1884727.498,591166.594,24.154,"NLD -FND ""WILCOX 2238""",20-01-064
456,1886762.025,589948.078,24.203,"NLD -FND ""WILCOX 2238""",20-01-064
406,1882648.381,587453.766,25.929,NLD -FND NO ID,20-01-065
454,1882310.636,587609.891,25.768,"NLD -FND ""WILCOX 2238""",20-01-065
455,1882211.192,587534.097,25.972,"NLD -FND ""SWA LB 7672""",20-01-065
471,1882306.36,585921.164,26.538,"NLD -FND ""WILCOX 2238""",20-01-065
472,1882608.037,585875.985,26.494,"NLD -FND ""WILCOX 2238""",20-01-065
474,1882630.685,586811.881,25.922,"NLD -FND ""7164""",20-01-065
477,1882568.196,586987.269,26.106,"NLD -FND ""7672""",20-01-065
480,1882529.03,587071.93,26.065,"NLD -FND ""LB 7672""",20-01-065
406,1882648.381,587453.766,25.929,NLD -FND NO ID,20-01-065
454,1882310.636,587609.891,25.768,"NLD -FND ""WILCOX 2238""",20-01-065
455,1882211.192,587534.097,25.972,"NLD -FND ""SWA LB 7672""",20-01-065
471,1882306.36,585921.164,26.538,"NLD -FND ""WILCOX 2238""",20-01-065
472,1882608.037,585875.985,26.494,"NLD -FND ""WILCOX 2238""",20-01-065
474,1882630.685,586811.881,25.922,"NLD -FND ""7164""",20-01-065
477,1882568.196,586987.269,26.106,"NLD -FND ""7672""",20-01-065
480,1882529.03,587071.93,26.065,"NLD -FND ""LB 7672""",20-01-065
409,1882595.218,587525.156,26.142,NLD -FND NO ID,20-01-065
406,1882648.381,587453.766,25.929,NLD -FND NO ID,20-01-066
454,1882310.636,587609.891,25.768,"NLD -FND ""WILCOX 2238""",20-01-066
455,1882211.192,587534.097,25.972,"NLD -FND ""SWA LB 7672""",20-01-066
471,1882306.36,585921.164,26.538,"NLD -FND ""WILCOX 2238""",20-01-066
472,1882608.037,585875.985,26.494,"NLD -FND ""WILCOX 2238""",20-01-066
474,1882630.685,586811.881,25.922,"NLD -FND ""7164""",20-01-066
477,1882568.196,586987.269,26.106,"NLD -FND ""7672""",20-01-066
480,1882529.03,587071.93,26.065,"NLD -FND ""LB 7672""",20-01-066
406,1882648.381,587453.766,25.929,NLD -FND NO ID,20-01-066
454,1882310.636,587609.891,25.768,"NLD -FND ""WILCOX 2238""",20-01-066
455,1882211.192,587534.097,25.972,"NLD -FND ""SWA LB 7672""",20-01-066
471,1882306.36,585921.164,26.538,"NLD -FND ""WILCOX 2238""",20-01-066
472,1882608.037,585875.985,26.494,"NLD -FND ""WILCOX 2238""",20-01-066
474,1882630.685,586811.881,25.922,"NLD -FND ""7164""",20-01-066
477,1882568.196,586987.269,26.106,"NLD -FND ""7672""",20-01-066
480,1882529.03,587071.93,26.065,"NLD -FND ""LB 7672""",20-01-066
402,1883990.786,587013.313,25.113,"NLD - FND ""6422""",20-01-067
468,1883894.588,586733.31,25.503,"NLD - FND ""LB 7164""",20-01-067
471,1883940.191,586833.704,24.922,NLD -NO ID,20-01-067
402,1883990.786,587013.313,25.113,"NLD - FND ""6422""",20-01-067
468,1883894.588,586733.31,25.503,"NLD - FND ""LB 7164""",20-01-067
471,1883940.191,586833.704,24.922,NLD -NO ID,20-01-067
402,1883990.786,587013.313,25.113,"NLD - FND ""6422""",20-01-067
468,1883894.588,586733.31,25.503,"NLD - FND ""LB 7164""",20-01-067
469,1883834.798,586559.301,25.64,NLD -NO ID,20-01-067
470,1883842.634,586581.961,25.717,NLD -NO ID,20-01-067
471,1883940.191,586833.704,24.922,NLD -NO ID,20-01-067
472,1883586.278,585835.657,26.809,"NLD -FND ""WILCOX 2238""",20-01-067
474,1883472.981,588518.111,24.378,NLD -NO ID,20-01-067
406,1893259.504,586770.311,25.299,"NLD -FND ""2282""",20-01-068
441,1893239.719,586659.336,25.704,"NLD -FND ""2282""",20-01-068
442,1893249.996,586591.935,25.593,NLD -FND NO ID,20-01-068
401,1891547.248,587893.565,24.011,"NLD -FND ""2282""",20-01-069
401,1891547.248,587893.565,24.011,"NLD -FND ""2282""",20-01-069
402,1884115.723,590198.638,24.246,NLD -FND NO ID,20-01-072
405,1884004.737,590114.746,24.757,NLD -FND NO ID,20-01-072
406,1883955.249,590092.814,25.014,"NLD -FND ""7672""",20-01-072
416,1884276.639,592269.602,24.565,NLD -FND NO ID,20-01-073
201,1881487.561,585410.228,31.509,NLD=NO ID,20-01-095
202,1881411.918,585436.212,31.778,NLD=NO ID,20-01-095
205,1881865.862,585280.267,31.251,NLD=ILLEGABLE,20-01-095
401,1878036.604,581281.904,28.049,NLD -FND NO ID,20-01-098
402,1878075.516,582094.249,27.712,"NLD -FND ""LB 7672""",20-01-098
403,1878070.463,582085.683,27.544,"NLD -FND ""WILCOX 2238 """,20-01-098
404,1878457.605,582736.684,28.234,"NLD -FND""WILCOX 2238""",20-01-098
405,1878472.434,582761.485,28.25,NLD -NO ID,20-01-098
401,1878036.604,581281.904,28.049,NLD -FND NO ID,20-01-098
402,1878075.516,582094.249,27.712,"NLD -FND ""LB 7672""",20-01-098
403,1878070.463,582085.683,27.544,"NLD -FND ""WILCOX 2238 """,20-01-098
404,1878457.605,582736.684,28.234,"NLD -FND""WILCOX 2238""",20-01-098
405,1878472.434,582761.485,28.25,NLD -NO ID,20-01-098
401,1878036.604,581281.904,28.049,NLD -FND NO ID,20-01-098
402,1878075.516,582094.249,27.712,"NLD -FND ""LB 7672""",20-01-098
403,1878070.463,582085.683,27.544,"NLD -FND ""WILCOX 2238 """,20-01-098
404,1878457.605,582736.684,28.234,"NLD -FND""WILCOX 2238""",20-01-098
405,1878472.434,582761.485,28.25,NLD -NO ID,20-01-098
429,1886167.883,575813.552,32.052,"NLD -FND ""WILCOX 2238""",20-01-099
429,1886167.883,575813.552,32.052,"NLD -FND ""WILCOX 2238""",20-01-099
429,1886167.883,575813.552,32.052,"NLD -FND ""WILCOX 2238""",20-01-099
401,1912855.951,580515.796,26.493,"NLD -FND ""DRMP LB2648""",20-02-024
459,1913920.182,581562.857,24.199,"NLD -FND ""WILCOX 2238""",20-02-024
401,1912855.951,580515.796,26.493,"NLD -FND ""DRMP LB2648""",20-02-024
459,1913920.182,581562.857,24.199,"NLD -FND ""WILCOX 2238""",20-02-024
401,1912855.951,580515.796,26.493,"NLD -FND ""DRMP LB2648""",20-02-024
459,1913920.182,581562.857,24.199,"NLD -FND ""WILCOX 2238""",20-02-024
408,1908445.211,575376.307,26.707,"NLD -FND ""WILCOX 2238""",20-02-033
465,1908508.595,575592.188,27.13,"NLD -FND ""WILCOX 2238""",20-02-033
408,1908445.211,575376.307,26.707,"NLD -FND ""WILCOX 2238""",20-02-033
465,1908508.595,575592.188,27.13,"NLD -FND ""WILCOX 2238""",20-02-033
408,1908445.211,575376.307,26.707,"NLD -FND ""WILCOX 2238""",20-02-033
465,1908508.595,575592.188,27.13,"NLD -FND ""WILCOX 2238""",20-02-033
461,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-035
462,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-035
461,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-035
462,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-035
410,1893175.118,588716.736,22.074,NLD -FND NO ID,20-02-036
410,1893175.118,588716.736,22.074,NLD -FND NO ID,20-02-036
461,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-036
462,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-036
401,1883490.034,592488.679,24.528,"NLD -FND""WILCOX 2238""",20-02-037
463,1886649.385,590314.3,23.171,NLD -FND NO ID,20-02-037
464,1886141.484,590790.428,24.877,NLD -FND NO ID,20-02-037
493,1883490.034,592488.679,24.528,"NLD -FND""WILCOX 2238""",20-02-037
501,1886649.385,590314.3,23.171,NLD -FND NO ID,20-02-037
502,1886141.484,590790.428,24.877,NLD -FND NO ID,20-02-037
401,1883490.034,592488.679,24.528,"NLD -FND""WILCOX 2238""",20-02-037
463,1886649.385,590314.3,23.171,NLD -FND NO ID,20-02-037
464,1886141.484,590790.428,24.877,NLD -FND NO ID,20-02-037
401,1883490.034,592488.679,24.528,"NLD -FND""WILCOX 2238""",20-02-037
463,1886649.385,590314.3,23.171,NLD -FND NO ID,20-02-037
464,1886141.484,590790.428,24.877,NLD -FND NO ID,20-02-037
461,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-037
462,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-037
401,1883490.034,592488.679,24.528,"NLD -FND""WILCOX 2238""",20-02-038
463,1886649.385,590314.3,23.171,NLD -FND NO ID,20-02-038
464,1886141.484,590790.428,24.877,NLD -FND NO ID,20-02-038
553,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-038
554,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-038
401,1883490.034,592488.679,24.528,"NLD -FND""WILCOX 2238""",20-02-038
463,1886649.385,590314.3,23.171,NLD -FND NO ID,20-02-038
464,1886141.484,590790.428,24.877,NLD -FND NO ID,20-02-038
461,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-038
462,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-038
461,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-040
462,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-040
461,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-040
462,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-040
461,1889287.725,587987.899,25.922,"NLD -FND ""WILCOX 2238""",20-02-040
462,1887927.126,586669.921,25.304,NLD -FND NO ID,20-02-040
402,1898758.621,576788.337,27.762,"NLD -FND ""LB 3091""",20-02-047
403,1898875.653,576786.617,27.453,"NLD -FND ""WILCOX 2238""",20-02-047
402,1898758.621,576788.337,27.762,"NLD -FND ""LB 3091""",20-02-047
403,1898875.653,576786.617,27.453,"NLD -FND ""WILCOX 2238""",20-02-047
403,1879889.486,589976.867,24.701,"NLD -FND ""LB 7672""",20-02-070
406,1879894.215,590056.661,24.837,"NLD -FND ""LB 7672",20-02-070
408,1879801.184,590391.67,24.553,"NLD -FND ""WILCOX 2238""",20-02-070
420,1879872.625,589687.241,24.367,"NLD -FND ""LB 7672""",20-02-070
422,1879880.199,589817.019,24.591,NLD -FND NO ID,20-02-070
403,1879889.486,589976.867,24.701,"NLD -FND ""LB 7672""",20-02-070
406,1879894.215,590056.661,24.837,"NLD -FND ""LB 7672",20-02-070
408,1879801.184,590391.67,24.553,"NLD -FND ""WILCOX 2238""",20-02-070
420,1879872.625,589687.241,24.367,"NLD -FND ""LB 7672""",20-02-070
422,1879880.199,589817.019,24.591,NLD -FND NO ID,20-02-070
403,1879889.486,589976.867,24.701,"NLD -FND ""LB 7672""",20-02-070
406,1879894.215,590056.661,24.837,"NLD -FND ""LB 7672",20-02-070
408,1879801.184,590391.67,24.553,"NLD -FND ""WILCOX 2238""",20-02-070
420,1879872.625,589687.241,24.367,"NLD -FND ""LB 7672""",20-02-070
422,1879880.199,589817.019,24.591,NLD -FND NO ID,20-02-070
403,1879889.486,589976.867,24.701,"NLD -FND ""LB 7672""",20-02-071
406,1879894.215,590056.661,24.837,"NLD -FND ""LB 7672",20-02-071
408,1879801.184,590391.67,24.553,"NLD -FND ""WILCOX 2238""",20-02-071
420,1879872.625,589687.241,24.367,"NLD -FND ""LB 7672""",20-02-071
422,1879880.199,589817.019,24.591,NLD -FND NO ID,20-02-071
403,1879889.486,589976.867,24.701,"NLD -FND ""LB 7672""",20-02-071
406,1879894.215,590056.661,24.837,"NLD -FND ""LB 7672",20-02-071
408,1879801.184,590391.67,24.553,"NLD -FND ""WILCOX 2238""",20-02-071
420,1879872.625,589687.241,24.367,"NLD -FND ""LB 7672""",20-02-071
422,1879880.199,589817.019,24.591,NLD -FND NO ID,20-02-071
403,1879889.486,589976.867,24.701,"NLD -FND ""LB 7672""",20-02-072
406,1879894.215,590056.661,24.837,"NLD -FND ""LB 7672",20-02-072
408,1879801.184,590391.67,24.553,"NLD -FND ""WILCOX 2238""",20-02-072
420,1879872.625,589687.241,24.367,"NLD -FND ""LB 7672""",20-02-072
422,1879880.199,589817.019,24.591,NLD -FND NO ID,20-02-072
403,1879889.486,589976.867,24.701,"NLD -FND ""LB 7672""",20-02-072
406,1879894.215,590056.661,24.837,"NLD -FND ""LB 7672",20-02-072
408,1879801.184,590391.67,24.553,"NLD -FND ""WILCOX 2238""",20-02-072
420,1879872.625,589687.241,24.367,"NLD -FND ""LB 7672""",20-02-072
422,1879880.199,589817.019,24.591,NLD -FND NO ID,20-02-072
402,1884225.4,580479.052,28.328,NLD -FND NO ID,20-02-073
453,1884295.101,580286.75,28.08,NLD -FND NO ID,20-02-073
471,1884329.243,580214.304,27.946,NLD -FND NO ID,20-02-073
402,1884225.4,580479.052,28.328,NLD -FND NO ID,20-02-073
453,1884295.101,580286.75,28.08,NLD -FND NO ID,20-02-073
471,1884329.243,580214.304,27.946,NLD -FND NO ID,20-02-073
402,1884225.4,580479.052,28.328,NLD -FND NO ID,20-02-073
453,1884295.101,580286.75,28.08,NLD -FND NO ID,20-02-073
471,1884329.243,580214.304,27.946,NLD -FND NO ID,20-02-073
402,1887542.142,588319.459,25.412,NLD -FND NO ID,20-02-074
403,1887548.186,588277.075,25.401,NLD -FND NO ID,20-02-074
410,1887570.405,588118.62,25.631,"NLD -FND ""LB 7672""",20-02-074
457,1887592.665,587960.192,25.836,"NLD -FND ""WILCOX 2238""",20-02-074
457,1887592.665,587960.192,25.836,"NLD -FND ""WILCOX 2238""",20-02-074
402,1887542.142,588319.459,25.412,NLD -FND NO ID,20-02-074
403,1887548.186,588277.075,25.401,NLD -FND NO ID,20-02-074
410,1887570.405,588118.62,25.631,"NLD -FND ""LB 7672""",20-02-074
457,1887592.665,587960.192,25.836,"NLD -FND ""WILCOX 2238""",20-02-074
403,1900626.434,575956.13,28.106,"NLD -FND ""WILCOX 2238""",20-02-104
405,1901835.6,576783.036,26.788,NLD -NO ID,20-02-104
403,1900626.434,575956.13,28.106,"NLD -FND ""WILCOX 2238""",20-02-104
405,1901835.6,576783.036,26.788,NLD -NO ID,20-02-104
415,1866909.769,584323.181,22.745,NLD -NO ID,20-02-105
426,1866831.196,584307.642,23.058,NLD -NO ID,20-02-105
434,1866752.735,584291.982,23.046,"NLD -FND""WILCOX 2238""",20-02-105
455,1866752.805,584291.927,22.893,NLD=WILCOX LB 2238,20-02-105
455,1866752.805,584291.927,17.293,NLD=WILCOX LB 2238,20-02-105
402,1881170.873,579795.362,27.379,NLD -FND NO ID,20-02-109
408,1881026.133,579727.071,26.997,NLD -FND NO ID,20-02-109
431,1880881.495,579658.916,26.89,NLD -FND NO ID,20-02-109
403,1881865.871,580255.933,26.037,"NLD -FND ""WILCOX 2238""",20-02-112
404,1881911.105,580277.281,26.271,NLD -NO ID,20-02-112
403,1881865.871,580255.933,26.037,"NLD -FND ""WILCOX 2238""",20-02-112
404,1881911.105,580277.281,26.271,NLD -NO ID,20-02-112
401,1881978.258,588994.451,25.114,NLD -FND NO ID,20-02-114
401,1881978.258,588994.451,25.114,NLD -FND NO ID,20-02-114
401,1881978.258,588994.451,25.114,NLD -FND NO ID,20-02-114
401,1878156.556,589710.183,25.341,NLD -FND NO ID,20-02-115
401,1878156.556,589710.183,25.341,NLD -FND NO ID,20-02-115
437,1878679.636,590219.915,24.375,NLD -FND NO ID,20-02-115
341,1884688.844,590542.032,24.429,NLD=LB 7672,20-02-116
342,1884879.395,591116.232,24.367,NLD=RLS 2238,20-02-116
302,1883543.501,580677.722,28.288,NLD=NO ID,20-02-117
303,1883291.83,580585.954,27.787,NLD=PLS 2238,20-02-117
337,1883853.567,580790.684,28.529,NLD=NO ID,20-02-117
338,1884069.743,580869.487,28.536,NLD=NO ID,20-02-117
339,1884154.313,580900.336,28.351,NLD=NO ID,20-02-117
340,1884201.378,580917.431,28.22,NLD=NO ID,20-02-117
401,1863780.388,585374.65,23.359,NLD,20-02-117
403,1863876.887,585658.682,23.832,NLD,20-02-117
405,1863815.804,585478.726,23.485,NLD,20-02-117
406,1863790.028,585403.007,23.478,NLD,20-02-117
461,1863612.845,585114.614,23.011,NLD,20-02-117
462,1863602.529,585118.139,22.974,NLD,20-02-117
301,1880276.524,582800.736,27.568,NLD=RLS 2238,20-02-118
357,1880292.978,584083.208,26.877,NLD=NO ID,20-02-118
358,1880294.025,584163.174,26.984,NLD=NO ID,20-02-118
402,1882595.218,587525.156,26.142,NLD -FND NO ID,20-02-119
441,1882555.821,587576.841,26.308,NLD -FND NO ID,20-02-119
461,1882211.128,587534.065,26.091,"NLD - FND ""SWA LB 7672""",20-02-119
462,1882310.553,587609.874,25.922,"NLD - FND ""WILCOX 2238 """,20-02-119
406,1882648.381,587453.766,25.929,NLD -FND NO ID,20-02-119
454,1882310.636,587609.891,25.768,"NLD -FND ""WILCOX 2238""",20-02-119
455,1882211.192,587534.097,25.972,"NLD -FND ""SWA LB 7672""",20-02-119
471,1882306.36,585921.164,26.538,"NLD -FND ""WILCOX 2238""",20-02-119
472,1882608.037,585875.985,26.494,"NLD -FND ""WILCOX 2238""",20-02-119
474,1882630.685,586811.881,25.922,"NLD -FND ""7164""",20-02-119
477,1882568.196,586987.269,26.106,"NLD -FND ""7672""",20-02-119
480,1882529.03,587071.93,26.065,"NLD -FND ""LB 7672""",20-02-119
409,1882595.218,587525.156,26.142,NLD -FND NO ID,20-02-119
406,1877635.264,573426.106,26.707,NLD FND NO ID,20-02-120
419,1877634.243,573346.204,26.778,NLD NO ID,20-02-120
448,1877632.229,573186.198,26.973,NLD NO ID,20-02-120
454,1877631.13,573106.156,27.15,NLD NO ID FND,20-02-120
455,1877629.545,572981.162,27.46,NLD FND LB 2238,20-02-120
419,1877634.243,573346.204,26.778,NLD NO ID,20-02-120
448,1877632.229,573186.198,26.973,NLD NO ID,20-02-120
454,1877631.13,573106.156,27.15,NLD NO ID FND,20-02-120
455,1877629.545,572981.162,27.46,NLD FND LB 2238,20-02-120
401,1878348.576,588975.818,25.098,"NLD -FND ""WILCOX 2238""",20-02-121
422,1877823.405,588025.264,24.825,"NLD -FND ""LB 7673""",20-02-121
448,1877813.557,587260.346,25.502,"NLD -FND ""WILCOX 2238""",20-02-121
401,1878348.576,588975.818,25.098,"NLD -FND ""WILCOX 2238""",20-02-121
422,1877823.405,588025.264,24.825,"NLD -FND ""LB 7673""",20-02-121
448,1877813.557,587260.346,25.502,"NLD -FND ""WILCOX 2238""",20-02-121
457,1901553.985,580930.405,24.621,NLD -FND NOID,20-02-128
457,1901553.985,580930.405,24.621,NLD -FND NOID,20-02-128
457,1901553.985,580930.405,24.621,NLD -FND NOID,20-02-128
401,1893390.429,585670.765,24.123,NLD,20-02-132
404,1893810.813,585734.896,24.09,NLD,20-02-132
427,1893914.481,585790.882,23.911,NLD,20-02-132
401,1893390.429,585670.765,24.123,NLD,20-02-132
404,1893810.813,585734.896,24.09,NLD,20-02-132
427,1893914.481,585790.882,23.911,NLD,20-02-132
401,1882733.916,572874.371,27.493,NLD - FND WILCOX 2238,20-02-137
402,1882890.899,574054.824,28.697,NLD - FND WILCOX 2238,20-02-137
401,1902074.908,587452.974,21.023,NLD -FND SURVEY MARKER DO NOT TOUCH,20-02-139
456,1902089.876,587618.511,20.054,CM - FND 4X4 W/CAP,20-02-139
413,1878973.331,589165.867,24.594,NLD -NO ID,20-02-143
466,1879030.676,589221.655,24.417,NLD -FND NO ID,20-02-143
565,1882382.038,574099.824,28.032,FND NLD NO ID,20-02-144
566,1881935.084,575066.546,27.363,"NLD -FND ""WILCOX 2238""",20-02-144
316,1851639.242,595287.904,26.962,NLD=NO ID,20-02-146
372,1851675.699,595363.885,26.946,NLD=PSM  6317,20-02-146
373,1851766.85,595552.993,26.838,NLD=PSM  6317,20-02-146
437,1849458.953,595884.339,26.208,NLD -FND NO ID,20-02-154
438,1849456.894,595804.558,26.27,NLD -FND NO ID,20-02-154
452,1849435.866,594959.887,26.032,"NLD -FND ""WILCOX 2238""",20-02-154
444,1895439.849,577057.817,28.864,NLD,20-02-157
402,1884696.648,584019.156,27.844,NLD=NO ID,20-02-158
454,1884663.421,583914.331,27.816,NLD=WILCOX 2238,20-02-158
402,1884696.648,584019.156,27.844,NLD=NO ID,20-02-158
454,1884663.421,583914.331,27.816,NLD=WILCOX 2238,20-02-158
402,1849770.438,601103.314,26.246,NLD,20-02-160
403,1895020.131,586746.278,23.931,"NLD -FND ""WILCOX 2238""",20-03-003
406,1894913.312,586974.476,22.761,NLD -FND NO ID,20-03-003
409,1894871.574,587047.406,22.329,NLD -FND NO ID,20-03-003
468,1894826.704,587118.488,22.023,NLD -FND NO ID,20-03-003
482,1894728.363,587254.795,22.038,"NLD -FND ""PROPERTY LINE DO NOT DISTURB""",20-03-003
403,1895020.131,586746.278,23.931,"NLD -FND ""WILCOX 2238""",20-03-003
406,1894913.312,586974.476,22.761,NLD -FND NO ID,20-03-003
409,1894871.574,587047.406,22.329,NLD -FND NO ID,20-03-003
401,1878826.43,589022.708,24.74,"NLD=""WILCOX RLS 2238""",20-03-012
444,1878973.271,589165.811,24.608,NLD=NO ID,20-03-012
450,1879030.529,589221.651,24.264,NLD=NO ID,20-03-012
460,1878826.43,589022.708,24.74,NLD=,20-03-012
503,1878973.271,589165.811,24.608,NLD=,20-03-012
509,1879030.529,589221.651,24.264,NLD=,20-03-012
401,1878826.43,589022.708,24.74,NLD,20-03-012
444,1878973.271,589165.811,24.608,NLD,20-03-012
450,1879030.529,589221.651,24.264,NLD,20-03-012
443,1878780.918,591069.994,23.188,NLD=NO ID,20-03-013
461,1878833.684,588478.065,23.306,NLD=NO ID,20-03-013
501,1878557.949,588760.953,23.422,"NLD=FND ""WILCOX RLS 2238""",20-03-013
443,1878780.918,591069.994,23.188,NLD=NO ID,20-03-014
461,1878833.684,588478.065,23.306,NLD=NO ID,20-03-014
501,1878557.949,588760.953,23.422,"NLD=FND ""WILCOX RLS 2238""",20-03-014
461,1878833.684,588478.065,24.306,NLD=NO ID,20-03-014
501,1878557.949,588760.953,24.422,"NLD=FND ""WILCOX RLS 2238""",20-03-014
461,1878833.684,588478.065,24.306,NLD=NO ID,20-03-014
501,1878557.949,588760.953,24.422,"NLD=FND ""WILCOX RLS 2238""",20-03-014
461,1878833.684,588478.065,24.306,NLD=NO ID,20-03-014
